0.000000000e+00 0.000000000e+00 3.094714673e-12 0.000000000e+00 0.000000000e+00
3.906000000e-02 1.953000000e-06 1.349647653e-02 7.683861338e-01 9.415176030e-01
7.812000000e-02 3.906000000e-06 4.823307333e-02 7.827197250e-01 6.345147005e-01
1.171800000e-01 5.859000000e-06 6.039995891e-02 -2.393072263e-01 -5.139006324e-01
1.562400000e-01 7.812000000e-06 3.384016600e-02 -9.450373338e-01 -9.808465214e-01
1.953000000e-01 9.765000000e-06 3.737406508e-03 -3.984164809e-01 -1.471189118e-01
2.343600000e-01 1.171800000e-05 9.978705927e-03 6.757308249e-01 8.816990260e-01
2.734200000e-01 1.367100000e-05 4.425511412e-02 8.529507965e-01 7.413202222e-01
3.124800000e-01 1.562400000e-05 6.108069270e-02 -1.016990753e-01 -3.821028662e-01
3.515400000e-01 1.757700000e-05 3.811645282e-02 -9.220639475e-01 -9.988298906e-01
3.906000000e-01 1.953000000e-05 5.796372538e-03 -5.200892767e-01 -2.910361668e-01
4.296600000e-01 2.148300000e-05 6.964878539e-03 5.711785149e-01 8.026925845e-01
4.687200000e-01 2.343600000e-05 4.005539263e-02 9.045320138e-01 8.319928556e-01
5.077800000e-01 2.538900000e-05 6.116770646e-02 3.791888772e-02 -2.419896344e-01
5.468400000e-01 2.734200000e-05 4.228909252e-02 -8.792992132e-01 -9.950763496e-01
5.859000000e-01 2.929500000e-05 8.445143568e-03 -6.306518545e-01 -4.286197838e-01
6.249600000e-01 3.124800000e-05 4.510135251e-03 4.541321870e-01 7.062176465e-01
6.640200000e-01 3.320100000e-05 3.569368476e-02 9.364187326e-01 9.045593489e-01
7.030800000e-01 3.515400000e-05 6.063152204e-02 1.766153512e-01 -9.661013359e-02
7.421400000e-01 3.710700000e-05 4.624350328e-02 -8.175893025e-01 -9.696675845e-01
7.812000000e-01 3.906000000e-05 1.160504860e-02 -7.276406741e-01 -5.568756165e-01
8.202600000e-01 4.101300000e-05 2.648846505e-03 3.271863274e-01 5.943737356e-01
8.593200000e-01 4.296600000e-05 3.124788739e-02 9.479741623e-01 9.574404829e-01
8.983800000e-01 4.491900000e-05 5.946920004e-02 3.114350128e-01 5.087183316e-02
9.374400000e-01 4.687200000e-05 4.988127161e-02 -7.382282107e-01 -9.231565504e-01
9.765000000e-01 4.882500000e-05 1.519640316e-02 -8.089198779e-01 -6.730125135e-01
1.015560000e+00 5.077800000e-05 1.411362694e-03 1.931214987e-01 4.695948410e-01
1.054620000e+00 5.273100000e-05 2.680547272e-02 9.389765790e-01 9.894854386e-01
1.093680000e+00 5.468400000e-05 5.769817358e-02 4.394844936e-01 1.972467080e-01
1.132740000e+00 5.663700000e-05 5.311683886e-02 -6.429115155e-01 -8.565554377e-01
1.171800000e+00 5.859000000e-05 1.913545469e-02 -8.727106510e-01 -7.745030602e-01
1.210860000e+00 6.054300000e-05 8.191689018e-04 5.485684644e-02 3.345964475e-01
1.249920000e+00 6.249600000e-05 2.245792821e-02 9.096361825e-01 9.999968417e-01
1.288980000e+00 6.444900000e-05 5.535265184e-02 5.580058772e-01 3.393290262e-01
1.328040000e+00 6.640200000e-05 5.587652101e-02 -5.336916672e-01 -7.713136448e-01
1.367100000e+00 6.835500000e-05 2.333372146e-02 -9.176214105e-01 -8.591385813e-01
1.406160000e+00 7.030800000e-05 8.822473374e-04 -8.460575766e-02 1.923164408e-01
1.445220000e+00 7.226100000e-05 1.829686056e-02 8.605955983e-01 9.887459391e-01
1.484280000e+00 7.421400000e-05 5.248119547e-02 6.644392336e-01 4.740267390e-01
1.523340000e+00 7.616700000e-05 5.809862911e-02 -4.129261598e-01 -6.692862356e-01
1.562400000e+00 7.812000000e-05 2.769859937e-02 -9.426751131e-01 -9.250772068e-01
1.601460000e+00 8.007300000e-05 1.597709303e-03 -2.222425799e-01 4.585117181e-02
1.640520000e+00 8.202600000e-05 1.441099708e-02 7.929204519e-01 9.559775771e-01
1.679580000e+00 8.397900000e-05 4.914477535e-02 7.564857115e-01 5.984085044e-01
1.718640000e+00 8.593200000e-05 5.973400796e-02 -2.832255500e-01 -5.526935687e-01
1.757700000e+00 8.788500000e-05 3.213467287e-02 -9.473263002e-01 -9.708839558e-01
1.796760000e+00 8.983800000e-05 2.949246523e-03 -3.550712634e-01 -1.016119276e-01
1.835820000e+00 9.179100000e-05 1.088373009e-02 7.080789453e-01 9.024048731e-01
1.874880000e+00 9.374400000e-05 4.541497181e-02 8.321534986e-01 7.097674799e-01
1.913940000e+00 9.569700000e-05 6.074668932e-02 -1.473964085e-01 -4.240729774e-01
1.953000000e+00 9.765000000e-05 3.654541321e-02 -9.314722861e-01 -9.955619646e-01
1.992060000e+00 9.960300000e-05 4.907157586e-03 -4.802154399e-01 -2.468637102e-01
2.031120000e+00 1.015560000e-04 7.791021620e-03 6.079076053e-01 8.291936963e-01
2.070180000e+00 1.035090000e-04 4.137217674e-02 8.898070472e-01 8.056802297e-01
2.109240000e+00 1.054620000e-04 6.111444507e-02 -8.377870877e-03 -2.862235511e-01
2.148300000e+00 1.074150000e-04 4.083506897e-02 -8.954557954e-01 -9.985741811e-01
2.187360000e+00 1.093680000e-04 7.428819609e-03 -5.949657144e-01 -3.867431523e-01
2.226420000e+00 1.113210000e-04 5.199604363e-03 4.945768043e-01 7.379372959e-01
2.265480000e+00 1.132740000e-04 3.710371471e-02 9.281979192e-01 8.840594646e-01
2.304540000e+00 1.152270000e-04 6.082914568e-02 1.308214093e-01 -1.421452208e-01
2.343600000e+00 1.171800000e-04 4.491063152e-02 -8.400563972e-01 -9.798550524e-01
2.382660000e+00 1.191330000e-04 1.045951244e-02 -6.968366299e-01 -5.182061451e-01
2.421720000e+00 1.210860000e-04 3.165455940e-03 3.705389867e-01 6.306216276e-01
2.460780000e+00 1.230390000e-04 3.270187860e-02 9.464955047e-01 9.431994664e-01
2.499840000e+00 1.249920000e-04 5.989687323e-02 2.671882908e-01 5.026527079e-03
2.538900000e+00 1.269450000e-04 4.868379370e-02 -7.664721157e-01 -9.398119511e-01
2.577960000e+00 1.288980000e-04 1.393355584e-02 -7.836240142e-01 -6.383917417e-01
2.617020000e+00 1.308510000e-04 1.732544326e-03 2.384798828e-01 5.095821354e-01
2.656080000e+00 1.328040000e-04 2.826189537e-02 9.443044431e-01 9.818132083e-01
2.695140000e+00 1.347570000e-04 5.833775640e-02 3.977708403e-01 1.520888858e-01
2.734200000e+00 1.367100000e-04 5.207283106e-02 -6.762966932e-01 -8.793163102e-01
2.773260000e+00 1.386630000e-04 1.777570386e-02 -8.534479522e-01 -7.446844182e-01
2.812320000e+00 1.406160000e-04 9.318475378e-04 1.012585699e-01 3.774529259e-01
2.851380000e+00 1.425690000e-04 2.387984265e-02 9.216719972e-01 9.990603635e-01
2.890440000e+00 1.445220000e-04 5.618551326e-02 5.197432067e-01 2.958414292e-01
2.929500000e+00 1.464750000e-04 5.500435076e-02 -5.714812557e-01 -7.996846585e-01
2.968560000e+00 1.484280000e-04 2.190276009e-02 -9.047975716e-01 -8.347709935e-01
3.007620000e+00 1.503810000e-04 7.806738969e-04 -3.815480192e-02 2.371094445e-01
3.046680000e+00 1.523340000e-04 1.965055630e-02 8.790876913e-01 9.945655929e-01
3.085740000e+00 1.542870000e-04 5.348671139e-02 6.304645384e-01 4.331557606e-01
3.124800000e+00 1.562400000e-04 5.741487836e-02 -4.542956132e-01 -7.026499698e-01
3.163860000e+00 1.581930000e-04 2.622536859e-02 -9.365613884e-01 -9.066909699e-01
3.202920000e+00 1.601460000e-04 1.282280643e-03 -1.767423634e-01 9.160589861e-02
3.241980000e+00 1.620990000e-04 1.566557275e-02 8.174739767e-01 9.684267135e-01
3.281040000e+00 1.640520000e-04 5.029976120e-02 7.275378940e-01 5.610435942e-01
3.320100000e+00 1.660050000e-04 5.925221978e-02 -3.272753494e-01 -5.903239494e-01
3.359160000e+00 1.679580000e-04 3.064994654e-02 -9.480512020e-01 -9.588791979e-01
3.398220000e+00 1.699110000e-04 2.425798421e-03 -3.115038692e-01 -5.589120917e-02
3.437280000e+00 1.718640000e-04 1.201114541e-02 7.381645474e-01 9.212125693e-01
3.476340000e+00 1.738170000e-04 4.669363859e-02 8.088623154e-01 6.767217870e-01
3.515400000e+00 1.757700000e-04 6.047659174e-02 -1.931707398e-01 -4.651510781e-01
3.554460000e+00 1.777230000e-04 3.508070669e-02 -9.390185539e-01 -9.901999377e-01
3.593520000e+00 1.796760000e-04 4.186463854e-03 -4.395221069e-01 -2.021719915e-01
3.632580000e+00 1.816290000e-04 8.766372234e-03 6.428756853e-01 8.539506522e-01
3.671640000e+00 1.835820000e-04 4.274639931e-02 8.726774937e-01 7.776729069e-01
3.710700000e+00 1.855350000e-04 6.106148424e-02 -5.488486030e-02 -3.298554149e-01
3.749760000e+00 1.874880000e-04 3.942172908e-02 -9.096594133e-01 -9.999715757e-01
3.788820000e+00 1.894410000e-04 6.526157628e-03 -5.580264286e-01 -3.440530313e-01
3.827880000e+00 1.913940000e-04 6.001486930e-03 5.336709880e-01 7.681047413e-01
3.866940000e+00 1.933470000e-04 3.854348158e-02 9.176013341e-01 8.617000178e-01
3.906000000e+00 1.953000000e-04 6.099423019e-02 8.458909135e-02 -1.873813146e-01
3.945060000e+00 1.972530000e-04 4.357903716e-02 -8.606087531e-01 -9.879814578e-01
3.984120000e+00 1.992060000e-04 9.394227107e-03 -6.644508711e-01 -4.784466602e-01
4.023180000e+00 2.011590000e-04 3.776333353e-03 4.129136910e-01 6.655430474e-01
4.062240000e+00 2.031120000e-04 3.417586012e-02 9.426621027e-01 9.269744902e-01
4.101300000e+00 2.050650000e-04 6.027627967e-02 2.222318718e-01 -4.082935198e-02
4.140360000e+00 2.070180000e-04 4.746263304e-02 -7.929283023e-01 -9.544905175e-01
4.179420000e+00 2.089710000e-04 1.272858015e-02 -7.564922050e-01 -6.024281537e-01
4.218480000e+00 2.109240000e-04 2.139075486e-03 2.832178267e-01 5.484975564e-01
4.257540000e+00 2.128770000e-04 2.973807595e-02 9.473172502e-01 9.720757966e-01
4.296600000e+00 2.148300000e-04 5.892316973e-02 3.550636598e-01 1.066111543e-01
4.335660000e+00 2.167830000e-04 5.098844297e-02 -7.080839394e-01 -9.002275971e-01
4.374720000e+00 2.187360000e-04 1.645703399e-02 -8.321574855e-01 -7.132993801e-01
4.413780000e+00 2.206890000e-04 1.125149340e-03 1.473914627e-01 4.195154562e-01
4.452840000e+00 2.226420000e-04 2.532618830e-02 9.314655192e-01 9.960224256e-01
4.491900000e+00 2.245950000e-04 5.696418669e-02 4.802095568e-01 2.517315487e-01
4.530960000e+00 2.265480000e-04 5.408013906e-02 -6.079111582e-01 -8.263735866e-01
4.570020000e+00 2.285010000e-04 2.049887336e-02 -8.898094349e-01 -8.086475183e-01
4.609080000e+00 2.304540000e-04 7.564975453e-04 8.374535533e-03 2.814037036e-01
4.648140000e+00 2.324070000e-04 2.103569599e-02 8.954503466e-01 9.982932416e-01
4.687200000e+00 2.343600000e-04 5.444173005e-02 5.949606952e-01 3.913736668e-01
4.726260000e+00 2.363130000e-04 5.667079108e-02 -4.945796354e-01 -7.345357247e-01
4.765320000e+00 2.382660000e-04 2.476659980e-02 -9.281994676e-01 -8.863975665e-01
4.804380000e+00 2.402190000e-04 1.041095823e-03 -1.308237649e-01 1.371679383e-01
4.843440000e+00 2.421720000e-04 1.695947090e-02 8.400517200e-01 9.788388262e-01
4.882500000e+00 2.441250000e-04 5.141040009e-02 6.968320453e-01 5.224985647e-01
4.921560000e+00 2.460780000e-04 5.870431545e-02 -3.705415872e-01 -6.267126214e-01
4.960620000e+00 2.480310000e-04 2.916782581e-02 -9.464967271e-01 -9.448574988e-01
4.999680000e+00 2.499840000e-04 1.972779181e-03 -2.671901109e-01 -1.005292716e-02
5.038740000e+00 2.519370000e-04 1.318574661e-02 7.664682174e-01 9.380825537e-01
5.077800000e+00 2.538900000e-04 4.793581121e-02 7.836196250e-01 6.422526532e-01
5.116860000e+00 2.558430000e-04 6.013668667e-02 -2.384823594e-01 -5.052507632e-01
5.155920000e+00 2.577960000e-04 3.360727365e-02 -9.443054236e-01 -9.827550885e-01
5.194980000e+00 2.597490000e-04 3.531374361e-03 -3.977723458e-01 -1.570550170e-01
5.234040000e+00 2.617020000e-04 9.796207639e-03 6.762931100e-01 8.769113775e-01
5.273100000e+00 2.636550000e-04 4.409317412e-02 8.534437430e-01 7.480297989e-01
5.312160000e+00 2.656080000e-04 6.093689478e-02 -1.012610283e-01 -3.727934488e-01
5.351220000e+00 2.675610000e-04 3.798883824e-02 -9.216727840e-01 -9.992655940e-01
5.390280000e+00 2.695140000e-04 5.683138063e-03 -5.197442328e-01 -3.006392168e-01
5.429340000e+00 2.714670000e-04 6.864224138e-03 5.714782946e-01 7.966565275e-01
5.468400000e+00 2.734200000e-04 3.996566546e-02 9.047934422e-01 8.375280400e-01
5.507460000e+00 2.753730000e-04 6.108761439e-02 3.815224794e-02 -2.322232638e-01
5.546520000e+00 2.773260000e-04 4.221766822e-02 -8.790885479e-01 -9.940297074e-01
5.585580000e+00 2.792790000e-04 8.381488100e-03 -6.304653366e-01 -4.376807933e-01
5.624640000e+00 2.812320000e-04 4.453259143e-03 4.542928029e-01 6.990645398e-01
5.663700000e+00 2.831850000e-04 3.564263000e-02 9.365573370e-01 9.087996824e-01
5.702760000e+00 2.851380000e-04 6.058557885e-02 1.767396322e-01 -8.659934910e-02
5.741820000e+00 2.870910000e-04 4.620221860e-02 -8.174749110e-01 -9.671613740e-01
5.780880000e+00 2.890440000e-04 1.156800831e-02 -7.275385112e-01 -5.651973965e-01
5.819940000e+00 2.909970000e-04 2.615499732e-03 3.272729882e-01 5.862592479e-01
5.859000000e+00 2.929500000e-04 3.121764443e-02 9.480473161e-01 9.602936857e-01
5.898060000e+00 2.949030000e-04 5.944165225e-02 3.115009046e-01 6.090917303e-02
5.937120000e+00 2.968560000e-04 4.985623149e-02 -7.381655045e-01 -9.192453127e-01
5.976180000e+00 2.988090000e-04 1.517371698e-02 -8.088628290e-01 -6.804139624e-01
6.015240000e+00 3.007620000e-04 1.390724224e-03 1.931688967e-01 4.606955626e-01
6.054300000e+00 3.027150000e-04 2.678649228e-02 9.390148870e-01 9.908894182e-01
6.093360000e+00 3.046680000e-04 5.768059431e-02 4.395190788e-01 2.070921669e-01
6.132420000e+00 3.066210000e-04 5.310060583e-02 -6.428768466e-01 -8.513242907e-01
6.171480000e+00 3.085740000e-04 1.912055700e-02 -8.726777184e-01 -7.808231048e-01
6.210540000e+00 3.105270000e-04 8.054405385e-04 5.488337491e-02 3.251060481e-01
6.249600000e+00 3.124800000e-04 2.244509093e-02 9.096558014e-01 9.999210442e-01
6.288660000e+00 3.144330000e-04 5.534052207e-02 5.580233036e-01 3.487683436e-01
6.327720000e+00 3.163860000e-04 5.586510627e-02 -5.336722095e-01 -7.648764307e-01
6.366780000e+00 3.183390000e-04 2.332308799e-02 -9.176016700e-01 -8.642396824e-01
6.405840000e+00 3.202920000e-04 8.723146864e-04 -8.459027248e-02 1.824414539e-01
6.444900000e+00 3.222450000e-04 1.828741527e-02 8.606053823e-01 9.871920140e-01
6.483960000e+00 3.241980000e-04 5.247208714e-02 6.644475789e-01 4.828544929e-01
6.523020000e+00 3.261510000e-04 5.808988775e-02 -4.129150935e-01 -6.617830434e-01
6.562080000e+00 3.281040000e-04 2.769033427e-02 -9.426623987e-01 -9.288483525e-01
