0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 -3.417405248e-17 -5.095750211e-18 1.000000000e+00 -1.453915113e-17
3.906000000e-02 5.859000000e-06 9.415176030e-01 1.348896602e-01 9.008454034e-04 7.862773286e-05 7.477967514e-05 1.000034562e+00 5.731882264e-04
7.812000000e-02 1.171800000e-05 6.345147005e-01 4.816255294e-01 2.679063814e-03 2.950456879e-04 2.681231915e-04 1.000104141e+00 6.059402211e-03
1.171800000e-01 1.757700000e-05 -5.139006324e-01 3.609525844e-01 3.555476591e-03 4.401612828e-04 3.773766306e-04 1.000160410e+00 5.746321303e-03
1.562400000e-01 2.343600000e-05 -9.808465214e-01 9.495619386e-02 2.487493054e-03 3.119971290e-04 2.683221911e-04 1.000133039e+00 2.484767673e-04
1.953000000e-01 2.929500000e-05 -1.471189118e-01 -2.054991693e-01 1.612029312e-03 2.939343991e-04 2.754872014e-04 1.000123066e+00 2.975614481e-03
2.343600000e-01 3.515400000e-05 8.816990260e-01 -1.423304634e-01 1.742472063e-03 3.287290507e-04 2.843748297e-04 1.000138311e+00 8.056175971e-04
2.734200000e-01 4.101300000e-05 7.413202222e-01 2.004198279e-01 2.750757834e-03 4.674119988e-04 3.826520509e-04 1.000180249e+00 2.281155599e-03
3.124800000e-01 4.687200000e-05 -3.821028662e-01 3.283469566e-02 3.679719861e-03 6.152066589e-04 4.987192050e-04 1.000229421e+00 4.088368043e-03
3.515400000e-01 5.273100000e-05 -9.988298906e-01 -1.971278195e-01 2.819872956e-03 4.883840299e-04 4.000102797e-04 1.000198781e+00 2.915938054e-04
3.906000000e-01 5.859000000e-05 -2.910361668e-01 -5.197456454e-01 2.033899063e-03 4.397131770e-04 3.890310689e-04 1.000176706e+00 3.625232470e-03
4.296600000e-01 6.444900000e-05 8.026925845e-01 -5.072186223e-01 2.073407147e-03 4.521197553e-04 3.811393561e-04 1.000182315e+00 1.703905067e-03
4.687200000e-01 7.030800000e-05 8.319928556e-01 -1.762043056e-01 2.632972994e-03 5.357280671e-04 4.283014902e-04 1.000206897e+00 1.519807771e-03
5.077800000e-01 7.616700000e-05 -2.419896344e-01 -3.866769124e-01 3.628717831e-03 6.824024767e-04 5.450722125e-04 1.000252088e+00 4.202083180e-03
5.468400000e-01 8.202600000e-05 -9.950763496e-01 -5.759014244e-01 2.969076077e-03 5.684693174e-04 4.541820192e-04 1.000225278e+00 4.236620391e-04
