 0.000e+00  0.000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 -4.488596994e-17 -7.741203512e-18 1.000000000e+00 -1.857238321e-17
 2.778e-03  1.389e-06 8.716269750e-02 7.459227176e-03 4.048810437e-04 -1.861600872e-05 -1.913213841e-05 9.999901587e-01 5.584388565e-05
 5.556e-03  2.778e-06 1.736619282e-01 1.308480841e-02 7.631242771e-04 -2.656142853e-05 -2.837366876e-05 9.999850825e-01 1.484916084e-04
 8.334e-03  4.167e-06 2.588392753e-01 1.748581159e-02 1.053433564e-03 -2.636526907e-05 -2.973537725e-05 9.999841687e-01 1.963292344e-04
 1.111e-02  5.556e-06 3.420463844e-01 2.119877269e-02 1.292474689e-03 -2.168092179e-05 -2.654616872e-05 9.999857468e-01 2.003998775e-04
 1.389e-02  6.945e-06 4.226498976e-01 2.462561856e-02 1.500571981e-03 -1.471302058e-05 -2.094009926e-05 9.999886158e-01 1.877672051e-04
 1.667e-02  8.334e-06 5.000362755e-01 2.805324944e-02 1.694152678e-03 -6.546061831e-06 -1.411477917e-05 9.999920827e-01 1.774993840e-04
 1.945e-02  9.723e-06 5.736164670e-01 3.168076454e-02 1.885431075e-03 2.407677594e-06 -6.698564058e-06 9.999958016e-01 1.760859742e-04
 2.222e-02  1.111e-05 6.428303927e-01 3.564164115e-02 2.083216819e-03 1.215657725e-05 1.059038716e-06 9.999996530e-01 1.826149166e-04
 2.500e-02  1.250e-05 7.071512086e-01 4.002028215e-02 2.293695333e-03 2.300174555e-05 9.198243101e-06 1.000003670e+00 1.945176044e-04
 2.778e-02  1.389e-05 7.660893163e-01 4.486433275e-02 2.521023854e-03 3.547390456e-05 1.800679467e-05 1.000008001e+00 2.112041959e-04
 3.056e-02  1.528e-05 8.191960894e-01 5.019375153e-02 2.767784393e-03 5.026826875e-05 2.796331325e-05 1.000012871e+00 2.354493981e-04
 3.334e-02  1.667e-05 8.660672886e-01 5.600744715e-02 3.035337792e-03 6.819273777e-05 3.968823012e-05 1.000018562e+00 2.732028283e-04
 3.611e-02  1.806e-05 9.063461389e-01 6.228819049e-02 3.324067377e-03 9.014242187e-05 5.391764922e-05 1.000025403e+00 3.324834439e-04
 3.889e-02  1.945e-05 9.397260448e-01 6.900628352e-02 3.633575280e-03 1.170620082e-04 7.146383239e-05 1.000033756e+00 4.219123780e-04
 4.167e-02  2.083e-05 9.659529245e-01 7.612235103e-02 3.962867941e-03 1.498625027e-04 9.313142100e-05 1.000043987e+00 5.492785848e-04
 4.445e-02  2.222e-05 9.848271436e-01 8.358951966e-02 4.310516544e-03 1.893618142e-04 1.196593210e-04 1.000056437e+00 7.203209448e-04
 4.723e-02  2.361e-05 9.962050349e-01 9.135510612e-02 4.674747883e-03 2.361820627e-04 1.516205547e-04 1.000071378e+00 9.377890873e-04
 5.000e-02  2.500e-05 9.999999921e-01 9.936199454e-02 5.053488565e-03 2.906884884e-04 1.893653324e-04 1.000088990e+00 1.200847199e-03
 5.278e-02  2.639e-05 9.961831286e-01 1.075497138e-01 5.444374890e-03 3.529853417e-04 2.330149487e-04 1.000109356e+00 1.504843514e-03
 5.556e-02  2.778e-05 9.847834976e-01 1.158555065e-01 5.844805831e-03 4.229734836e-04 2.825287572e-04 1.000132497e+00 1.841580691e-03
 5.834e-02  2.917e-05 9.658878711e-01 1.242151682e-01 6.251964059e-03 5.004280911e-04 3.377866787e-04 1.000158409e+00 2.199871974e-03
 6.112e-02  3.056e-05 9.396400792e-01 1.325636808e-01 6.662861354e-03 5.850436970e-04 3.986338062e-04 1.000187079e+00 2.566199998e-03
 6.389e-02  3.195e-05 9.062399154e-01 1.408358184e-01 7.074419232e-03 6.764209085e-04 4.648671655e-04 1.000218481e+00 2.925447386e-03
 6.667e-02  3.334e-05 8.659416158e-01 1.489668199e-01 7.483587759e-03 7.739061267e-04 5.360783045e-04 1.000252489e+00 3.261751364e-03
 6.945e-02  3.472e-05 8.190519238e-01 1.568929366e-01 7.887363727e-03 8.765317057e-04 6.115923230e-04 1.000288842e+00 3.559308914e-03
 7.223e-02  3.611e-05 7.659277554e-01 1.645519825e-01 8.282779925e-03 9.830063810e-04 6.904609137e-04 1.000327140e+00 3.803150696e-03
 7.501e-02  3.750e-05 7.069734821e-01 1.718838870e-01 8.666915481e-03 1.091782036e-03 7.715228070e-04 1.000366866e+00 3.980205273e-03
 7.778e-02  3.889e-05 6.426378534e-01 1.788312448e-01 9.036878993e-03 1.201172183e-03 8.535226968e-04 1.000407441e+00 4.080274487e-03
