0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 -4.783499985e-17 -1.873501354e-17 1.000000000e+00 -1.454999315e-17
3.906000000e-02 1.953000000e-05 -2.910361668e-01 -3.190636275e-02 1.341431759e-03 2.122299999e-04 1.881071106e-04 1.000093485e+00 1.268536021e-04
7.812000000e-02 3.906000000e-05 -5.568756165e-01 -3.492844494e-02 1.790896982e-03 3.478884674e-04 2.927739616e-04 1.000145570e+00 1.927009104e-04
1.171800000e-01 5.859000000e-05 -7.745030602e-01 -3.736951779e-02 2.027153554e-03 4.324016630e-04 3.548623683e-04 1.000176352e+00 2.569543495e-04
1.562400000e-01 7.812000000e-05 -9.250772068e-01 -3.927808716e-02 2.140895457e-03 4.790355518e-04 3.871522224e-04 1.000192312e+00 3.013827324e-04
1.953000000e-01 9.765000000e-05 -9.955619646e-01 -4.047547016e-02 2.195506675e-03 5.039435514e-04 4.032528689e-04 1.000200246e+00 3.294062088e-04
2.343600000e-01 1.171800000e-04 -9.798550524e-01 -4.085346520e-02 2.221450785e-03 5.172015234e-04 4.111477599e-04 1.000204122e+00 3.465314201e-04
2.734200000e-01 1.367100000e-04 -8.793163102e-01 -4.132892293e-02 2.233830559e-03 5.243427903e-04 4.149983561e-04 1.000206003e+00 3.570813280e-04
3.124800000e-01 1.562400000e-04 -7.026499698e-01 -4.261736462e-02 2.239717966e-03 5.282785127e-04 4.168793099e-04 1.000206915e+00 3.639895679e-04
3.515400000e-01 1.757700000e-04 -4.651510781e-01 -4.460800745e-02 2.242600224e-03 5.305216128e-04 4.178062947e-04 1.000207356e+00 3.690678682e-04
3.906000000e-01 1.953000000e-04 -1.873813146e-01 -4.712950610e-02 2.243998984e-03 5.318580710e-04 4.182716398e-04 1.000207570e+00 3.732770282e-04
4.296600000e-01 2.148300000e-04 1.066111543e-01 -4.429424240e-02 2.244686573e-03 5.326974153e-04 4.185110922e-04 1.000207673e+00 3.769643807e-04
4.687200000e-01 2.343600000e-04 3.913736668e-01 -4.138933657e-02 2.245030710e-03 5.332536565e-04 4.186351785e-04 1.000207721e+00 3.800918516e-04
5.077800000e-01 2.538900000e-04 6.422526532e-01 -3.866491456e-02 2.245206756e-03 5.336395499e-04 4.186945175e-04 1.000207740e+00 3.824587833e-04
5.468400000e-01 2.734200000e-04 8.375280400e-01 -3.635556279e-02 2.245298709e-03 5.339162310e-04 4.187126179e-04 1.000207742e+00 3.838973420e-04
5.859000000e-01 2.929500000e-04 9.602936857e-01 -3.466012472e-02 2.245347374e-03 5.341193776e-04 4.187022503e-04 1.000207735e+00 3.844072343e-04
6.249600000e-01 3.124800000e-04 9.999210442e-01 -3.372457627e-02 2.245373134e-03 5.342724589e-04 4.186729442e-04 1.000207722e+00 3.842040850e-04
6.640200000e-01 3.320100000e-04 9.529793415e-01 -3.362945429e-02 2.245386543e-03 5.343926745e-04 4.186335044e-04 1.000207705e+00 3.836768614e-04
7.030800000e-01 3.515400000e-04 8.235325976e-01 -3.287598789e-02 2.245393272e-03 5.344927428e-04 4.185917121e-04 1.000207687e+00 3.832758280e-04
7.421400000e-01 3.710700000e-04 6.227877805e-01 -3.133884922e-02 2.245396386e-03 5.345807929e-04 4.185528860e-04 1.000207667e+00 3.833730170e-04
