0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 -3.191891196e-17 1.301042607e-19 1.000000000e+00 -1.602450811e-17
3.906000000e-02 1.953000000e-05 9.415176030e-01 1.346768618e-01 1.444627428e-03 2.219575658e-04 1.962231576e-04 1.000096064e+00 4.265342041e-04
7.812000000e-02 3.906000000e-05 6.345147005e-01 4.800676674e-01 2.968019161e-03 4.784919784e-04 3.954504729e-04 1.000186481e+00 2.314082537e-03
1.171800000e-01 5.859000000e-05 -5.139006324e-01 3.605778914e-01 3.664330613e-03 6.243451168e-04 4.972302180e-04 1.000244417e+00 9.122066161e-04
1.562400000e-01 7.812000000e-05 -9.808465214e-01 9.542746734e-02 2.593170358e-03 5.220773077e-04 4.303665789e-04 1.000210587e+00 9.749639202e-04
1.953000000e-01 9.765000000e-05 -1.471189118e-01 -2.028700375e-01 2.197723567e-03 5.070564366e-04 4.194153340e-04 1.000200054e+00 1.995079560e-03
2.343600000e-01 1.171800000e-04 8.816990260e-01 -1.387596628e-01 2.221671621e-03 5.163489727e-04 4.103914405e-04 1.000203633e+00 3.688009526e-04
2.734200000e-01 1.367100000e-04 7.413202222e-01 2.027114747e-01 2.708682852e-03 5.923863757e-04 4.708856800e-04 1.000225810e+00 2.007997177e-03
3.124800000e-01 1.562400000e-04 -3.821028662e-01 3.675881389e-02 3.413268466e-03 6.738896545e-04 5.260823848e-04 1.000257351e+00 1.224198073e-03
3.515400000e-01 1.757700000e-04 -9.988298906e-01 -1.929066085e-01 2.571950673e-03 5.640883722e-04 4.509540304e-04 1.000221720e+00 8.160725599e-04
3.906000000e-01 1.953000000e-04 -2.910361668e-01 -5.136117496e-01 2.263616313e-03 5.398658614e-04 4.382226317e-04 1.000208594e+00 2.176782065e-03
4.296600000e-01 2.148300000e-04 8.026925845e-01 -5.000390704e-01 2.282660219e-03 5.383914823e-04 4.235405386e-04 1.000209810e+00 4.536413621e-04
4.687200000e-01 2.343600000e-04 8.319928556e-01 -1.701965255e-01 2.430102398e-03 5.665051932e-04 4.498577231e-04 1.000216307e+00 1.801193278e-03
5.077800000e-01 2.538900000e-04 -2.419896344e-01 -3.788580064e-01 3.171410461e-03 6.500584007e-04 5.080221268e-04 1.000246927e+00 1.503074455e-03
5.468400000e-01 2.734200000e-04 -9.950763496e-01 -5.681150513e-01 2.546866243e-03 5.655773119e-04 4.477374644e-04 1.000221069e+00 6.250218474e-04
5.859000000e-01 2.929500000e-04 -4.286197838e-01 -9.043001123e-01 2.278276938e-03 5.453819578e-04 4.408189210e-04 1.000209595e+00 2.238337116e-03
6.249600000e-01 3.124800000e-04 7.062176465e-01 -8.670364923e-01 2.370635036e-03 5.519250580e-04 4.332852354e-04 1.000214004e+00 5.928239911e-04
6.640200000e-01 3.320100000e-04 9.045593489e-01 -5.559644652e-01 2.294444137e-03 5.480818789e-04 4.355203355e-04 1.000210393e+00 1.545573891e-03
7.030800000e-01 3.515400000e-04 -9.661013359e-02 -8.028166855e-01 2.984017866e-03 6.299045111e-04 4.942557240e-04 1.000238754e+00 1.760689421e-03
7.421400000e-01 3.710700000e-04 -9.696675845e-01 -9.475694011e-01 2.556528553e-03 5.680713942e-04 4.469378500e-04 1.000221364e+00 4.860722068e-04
7.812000000e-01 3.906000000e-04 -5.568756165e-01 -1.291957690e+00 2.277856339e-03 5.461080940e-04 4.403683583e-04 1.000209492e+00 2.214177486e-03
8.202600000e-01 4.101300000e-04 5.943737356e-01 -1.204664042e+00 2.470531499e-03 5.646535696e-04 4.430643748e-04 1.000217910e+00 7.930455791e-04
8.593200000e-01 4.296600000e-04 9.574404829e-01 -9.190967147e-01 2.249354002e-03 5.385401297e-04 4.274878468e-04 1.000207722e+00 1.272846711e-03
8.983800000e-01 4.491900000e-04 5.087183316e-02 -6.393979087e-01 2.830879296e-03 6.134129105e-04 4.834289756e-04 1.000232232e+00 1.981889489e-03
9.374400000e-01 4.687200000e-04 -9.231565504e-01 -7.365134118e-01 2.586785853e-03 5.723903848e-04 4.483365717e-04 1.000222411e+00 4.172920674e-04
9.765000000e-01 4.882500000e-04 -6.730125135e-01 -1.081650283e+00 2.267479004e-03 5.442599138e-04 4.379598058e-04 1.000208802e+00 2.110560278e-03
1.015560000e+00 5.077800000e-04 4.695948410e-01 -9.462160745e-01 2.551793289e-03 5.751250088e-04 4.515287833e-04 1.000220932e+00 1.038749640e-03
1.054620000e+00 5.273100000e-04 9.894854386e-01 -6.923354179e-01 2.245833324e-03 5.354123260e-04 4.239232749e-04 1.000207257e+00 1.006853109e-03
1.093680000e+00 5.468400000e-04 1.972467080e-01 -3.858449802e-01 2.699884251e-03 5.989460320e-04 4.739915324e-04 1.000226677e+00 2.148465143e-03
1.132740000e+00 5.663700000e-04 -8.565554377e-01 -4.332213915e-01 2.626707906e-03 5.778676877e-04 4.512817763e-04 1.000223846e+00 4.261891336e-04
1.171800000e+00 5.859000000e-04 -7.745030602e-01 -7.716360141e-01 2.255386498e-03 5.411497166e-04 4.344120608e-04 1.000207883e+00 1.937923751e-03
1.210860000e+00 6.054300000e-04 3.345964475e-01 -5.909928756e-01 2.603088251e-03 5.823924301e-04 4.578911108e-04 1.000222777e+00 1.309166038e-03
1.249920000e+00 6.249600000e-04 9.999968417e-01 -3.742947619e-01 2.261291665e-03 5.369025475e-04 4.236435681e-04 1.000208292e+00 7.702152522e-04
1.288980000e+00 6.444900000e-04 3.393290262e-01 -4.764749622e-02 2.583132313e-03 5.857377851e-04 4.652243147e-04 1.000221799e+00 2.246086489e-03
1.328040000e+00 6.640200000e-04 -7.713136448e-01 -5.103535986e-02 2.668423383e-03 5.837462427e-04 4.551353081e-04 1.000225349e+00 5.128001506e-04
1.367100000e+00 6.835500000e-04 -8.591385813e-01 -3.754022541e-01 2.246570538e-03 5.381079605e-04 4.307016759e-04 1.000207148e+00 1.711910430e-03
